market_id,question,category_fallback,time_to_close_hours,volume,market_implied_prob,model_prob,model_minus_market,abs_edge,direction,edge_bucket,eligible_for_scoring
567565,Will the next Prime Minister of Hungary be János Lázár?,Other,623.1092414025,2165498.949212005,0.003,0.04946639980960465,0.046466399809604646,0.046466399809604646,bullish_vs_market,small,True
568647,Will Shane Lowry win the 2026 Masters tournament?,Sports,647.1092414025,6454162.086943021,0.0145,0.050798737512527004,0.036298737512527005,0.036298737512527005,bullish_vs_market,small,True
568653,Will Jason Day win the 2026 Masters tournament?,Sports,647.1092414025,3431641.7789369943,0.0135,0.041630138502578885,0.028130138502578887,0.028130138502578887,bullish_vs_market,small,True
568637,Will Viktor Hovland win the 2026 Masters tournament?,Sports,647.1092414025,4816143.956149003,0.019,0.04629065836722524,0.027290658367225242,0.027290658367225242,bullish_vs_market,small,True
568650,Will Robert MacIntyre win the 2026 Masters tournament?,Sports,647.1092414025,3623984.788885994,0.018,0.043522354613517125,0.025522354613517127,0.025522354613517127,bullish_vs_market,small,True
568643,Will Tyrrell Hatton win the 2026 Masters tournament?,Sports,647.1092414025,2198871.010930997,0.0125,0.037942747061843446,0.025442747061843445,0.025442747061843445,bullish_vs_market,small,True
568669,Will Adam Scott win the 2026 Masters tournament?,Sports,647.1092414025,1563943.9889379998,0.01,0.03497712410176722,0.024977124101767216,0.024977124101767216,bullish_vs_market,small,True
568675,Will Tiger Woods win the 2026 Masters tournament?,Sports,647.1092414025,468089.62181399943,0.0035,0.02780158498137702,0.02430158498137702,0.02430158498137702,bullish_vs_market,small,True
568666,Will Matt Fitzpatrick win the 2026 Masters tournament?,Sports,647.1092414025,2190260.265654002,0.0195,0.042165584941374235,0.022665584941374235,0.022665584941374235,bullish_vs_market,small,True
567562,Will the next Prime Minister of Hungary be Klára Dobrev?,Other,623.1092414025,3723936.991883979,0.0015,0.024078310919266176,0.022578310919266174,0.022578310919266174,bullish_vs_market,small,True
567563,Will the next Prime Minister of Hungary be László Toroczkai?,Other,623.1092414025,10827233.52559004,0.0095,0.03184447551182623,0.02234447551182623,0.02234447551182623,bullish_vs_market,small,True
568667,Will Davis Thompson win the 2026 Masters tournament?,Sports,647.1092414025,255955.00206500027,0.0025,0.023718969502269635,0.021218969502269636,0.021218969502269636,bullish_vs_market,small,True
568635,Will Ludvig Aberg win the 2026 Masters tournament?,Sports,647.1092414025,181202.59734699965,0.0535,0.03237664973234098,-0.02112335026765902,0.02112335026765902,bearish_vs_market,small,True
561829,"Russia x Ukraine ceasefire by March 31, 2026?",Other,335.1092414025,25906966.694942236,0.0185,0.03951581339730469,0.021015813397304694,0.021015813397304694,bullish_vs_market,small,True
568657,Will Russell Henley win the 2026 Masters tournament?,Sports,647.1092414025,750722.538356,0.011,0.0314714727910604,0.0204714727910604,0.0204714727910604,bullish_vs_market,small,True
568682,Will Byeong Hun An win the 2026 Masters tournament?,Sports,647.1092414025,203217.4436479998,0.0025,0.022661188143804745,0.020161188143804746,0.020161188143804746,bullish_vs_market,small,True
568660,Will Tony Finau win the 2026 Masters tournament?,Sports,647.1092414025,156952.0143329999,0.0035,0.022972324706666377,0.019472324706666377,0.019472324706666377,bullish_vs_market,small,True
568686,Will Zach Johnson win the 2026 Masters tournament?,Sports,647.1092414025,153398.33395700002,0.0025,0.0214439739648008,0.0189439739648008,0.0189439739648008,bullish_vs_market,small,True
568685,Will Charl Schwartzel win the 2026 Masters tournament?,Sports,647.1092414025,120273.41441200004,0.0025,0.021187708934608782,0.018687708934608784,0.018687708934608784,bullish_vs_market,small,True
568678,Will Thomas Detry win the 2026 Masters tournament?,Sports,647.1092414025,130089.95356700009,0.0035,0.021707440772774186,0.018207440772774187,0.018207440772774187,bullish_vs_market,small,True
568677,Will Denny McCarthy win the 2026 Masters tournament?,Sports,647.1092414025,124117.85752800002,0.0025,0.020602621193736993,0.018102621193736994,0.018102621193736994,bullish_vs_market,small,True
568673,Will Billy Horschel win the 2026 Masters tournament?,Sports,647.1092414025,151701.16742200012,0.0035,0.02155559019586206,0.01805559019586206,0.01805559019586206,bullish_vs_market,small,True
568661,Will Dustin Johnson win the 2026 Masters tournament?,Sports,647.1092414025,118516.03135200003,0.0035,0.021374520119349986,0.017874520119349986,0.017874520119349986,bullish_vs_market,small,True
568631,Will Bryson Dechambeau win the 2026 Masters tournament?,Sports,647.1092414025,96375.51641200692,0.045,0.027129540078290403,-0.017870459921709596,0.017870459921709596,bearish_vs_market,small,True
568674,Will Phil Mickelson win the 2026 Masters tournament?,Sports,647.1092414025,138186.026462,0.0035,0.021224403782668246,0.017724403782668246,0.017724403782668246,bullish_vs_market,small,True
568662,Will Sahith Theegala win the 2026 Masters tournament?,Sports,647.1092414025,192776.18584200006,0.0055,0.022933998939807666,0.01743399893980767,0.01743399893980767,bullish_vs_market,small,True
568663,Will Tom Kim win the 2026 Masters tournament?,Sports,647.1092414025,161263.141304,0.0045,0.02191937730149168,0.01741937730149168,0.01741937730149168,bullish_vs_market,small,True
568671,Will Aaron Rai win the 2026 Masters tournament?,Sports,647.1092414025,115444.6269879999,0.0035,0.020866515380194767,0.017366515380194767,0.017366515380194767,bullish_vs_market,small,True
568684,Will Bubba Watson win the 2026 Masters tournament?,Sports,647.1092414025,93850.78607399999,0.0025,0.019541577126523272,0.017041577126523273,0.017041577126523273,bullish_vs_market,small,True
568668,Will Cameron Young win the 2026 Masters tournament?,Sports,647.1092414025,2241915.687214998,0.027,0.04394270294866566,0.01694270294866566,0.01694270294866566,bullish_vs_market,small,True
568670,Will Sergio Garcia win the 2026 Masters tournament?,Sports,647.1092414025,108604.18258399998,0.0035,0.020236627823590172,0.016736627823590172,0.016736627823590172,bullish_vs_market,small,True
568687,Will Fred Couples win the 2026 Masters tournament?,Sports,647.1092414025,70562.41462,0.0025,0.018514203063203248,0.01601420306320325,0.01601420306320325,bullish_vs_market,small,True
568679,Will Taylor Pendrith win the 2026 Masters tournament?,Sports,647.1092414025,53180.28083700005,0.0025,0.018155750625095196,0.015655750625095197,0.015655750625095197,bullish_vs_market,small,True
568634,Will Xander Schauffele win the 2026 Masters tournament?,Sports,647.1092414025,8160977.045513043,0.0455,0.06110682596997293,0.015606825969972933,0.015606825969972933,bullish_vs_market,small,True
568676,Will Nicolai Hojgaard win the 2026 Masters tournament?,Sports,647.1092414025,105968.59624799997,0.0055,0.02048301923210805,0.01498301923210805,0.01498301923210805,bullish_vs_market,small,True
568649,Will Sungjae Im win the 2026 Masters tournament?,Sports,647.1092414025,80469.95471099998,0.0045,0.019302134626450675,0.014802134626450674,0.014802134626450674,bullish_vs_market,small,True
568681,Will Rasmus Hojgaard win the 2026 Masters tournament?,Sports,647.1092414025,60532.798469999936,0.0035,0.01815513350833848,0.01465513350833848,0.01465513350833848,bullish_vs_market,small,True
568664,Will Keegan Bradley win the 2026 Masters tournament?,Sports,647.1092414025,48054.008857,0.0035,0.018133411166127666,0.014633411166127666,0.014633411166127666,bullish_vs_market,small,True
568655,Will Min Woo Lee win the 2026 Masters tournament?,Sports,647.1092414025,356920.66499800014,0.013,0.02717103474682516,0.014171034746825161,0.014171034746825161,bullish_vs_market,small,True
568683,Will Danny Willett win the 2026 Masters tournament?,Sports,647.1092414025,51772.806116999964,0.0035,0.0176250107680478,0.0141250107680478,0.0141250107680478,bullish_vs_market,small,True
